dest,user,"parent_process","parent_process_name","process_name","original_file_name",process,"process_id","parent_process_id",count,firstTime,lastTime
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","HOSTNAME.EXE",unknown,"""C:\Windows\system32\HOSTNAME.EXE""",0x384,0x1a64,1,"2023-09-30T10:48:43","2023-09-30T10:48:43"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","HOSTNAME.EXE",unknown,"""C:\Windows\system32\HOSTNAME.EXE""",0x3c0,0x15a0,1,"2023-09-30T10:49:13","2023-09-30T10:49:13"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","HOSTNAME.EXE",unknown,"""C:\Windows\system32\HOSTNAME.EXE""",0x480,0x1a64,1,"2023-09-30T10:48:43","2023-09-30T10:48:43"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","HOSTNAME.EXE",unknown,"""C:\Windows\system32\HOSTNAME.EXE""",0x5f0,0x1664,1,"2023-09-30T10:42:51","2023-09-30T10:42:51"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","HOSTNAME.EXE",unknown,"""C:\Windows\system32\HOSTNAME.EXE""",0x6d8,0x304,1,"2023-09-30T10:49:12","2023-09-30T10:49:12"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","HOSTNAME.EXE",unknown,"""C:\Windows\system32\HOSTNAME.EXE""",0x9a0,0x1664,1,"2023-09-30T10:42:51","2023-09-30T10:42:51"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","HOSTNAME.EXE",unknown,"""C:\Windows\system32\HOSTNAME.EXE""",0xa1c,0x214,1,"2023-09-30T10:49:09","2023-09-30T10:49:09"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","HOSTNAME.EXE",unknown,"""C:\Windows\system32\HOSTNAME.EXE""",0xc68,0x12f4,1,"2023-09-30T10:49:11","2023-09-30T10:49:11"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","HOSTNAME.EXE",unknown,"""C:\Windows\system32\HOSTNAME.EXE""",0xcc4,0x394,1,"2023-09-30T10:49:14","2023-09-30T10:49:14"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","HOSTNAME.EXE",unknown,"""C:\Windows\system32\HOSTNAME.EXE""",0xd04,0x1a40,1,"2023-09-30T10:48:56","2023-09-30T10:48:56"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","HOSTNAME.EXE",unknown,"""C:\Windows\system32\HOSTNAME.EXE""",0xe14,0x9b4,1,"2023-09-30T10:42:22","2023-09-30T10:42:22"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","HOSTNAME.EXE",unknown,"""C:\Windows\system32\HOSTNAME.EXE""",0xe6c,0x9b4,1,"2023-09-30T10:42:22","2023-09-30T10:42:22"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","HOSTNAME.EXE",unknown,"""C:\Windows\system32\HOSTNAME.EXE""",0xe84,0xedc,1,"2023-09-30T10:43:42","2023-09-30T10:43:42"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","HOSTNAME.EXE",unknown,"""C:\Windows\system32\HOSTNAME.EXE""",0xfa4,0x12f4,1,"2023-09-30T10:49:11","2023-09-30T10:49:11"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","HOSTNAME.EXE",unknown,"""C:\Windows\system32\HOSTNAME.EXE""",0xfb8,0x1664,1,"2023-09-30T10:42:50","2023-09-30T10:42:50"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","chcp.com",unknown,"""C:\Windows\system32\chcp.com"" 65001",0x116c,0x1648,1,"2023-09-30T10:42:16","2023-09-30T10:42:16"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","chcp.com",unknown,"""C:\Windows\system32\chcp.com"" 65001",0x12e8,0x13f8,1,"2023-09-30T10:49:08","2023-09-30T10:49:08"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","chcp.com",unknown,"""C:\Windows\system32\chcp.com"" 65001",0x1318,0x16dc,1,"2023-09-30T10:42:49","2023-09-30T10:42:49"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","chcp.com",unknown,"""C:\Windows\system32\chcp.com"" 65001",0x18e8,0x1b6c,1,"2023-09-30T10:42:20","2023-09-30T10:42:20"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","conhost.exe",unknown,"\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0x1554,0xd84,1,"2023-09-30T10:48:59","2023-09-30T10:48:59"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","conhost.exe",unknown,"\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0x1810,0x304,1,"2023-09-30T10:49:11","2023-09-30T10:49:11"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","conhost.exe",unknown,"\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0x1944,0x1a64,1,"2023-09-30T10:48:42","2023-09-30T10:48:42"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","conhost.exe",unknown,"\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0x19cc,0x1a40,1,"2023-09-30T10:48:55","2023-09-30T10:48:55"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","conhost.exe",unknown,"\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0x1be8,0x12f4,1,"2023-09-30T10:49:10","2023-09-30T10:49:10"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","conhost.exe",unknown,"\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0x2a8,0x394,1,"2023-09-30T10:49:13","2023-09-30T10:49:13"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","conhost.exe",unknown,"\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0x384,0x368,1,"2023-09-30T10:42:52","2023-09-30T10:42:52"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","conhost.exe",unknown,"\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0x77c,0x1890,1,"2023-09-30T10:42:24","2023-09-30T10:42:24"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","conhost.exe",unknown,"\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0xab4,0x15a0,1,"2023-09-30T10:49:12","2023-09-30T10:49:12"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","conhost.exe",unknown,"\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0xb8c,0xedc,1,"2023-09-30T10:43:42","2023-09-30T10:43:42"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","csc.exe",unknown,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\ADMINI~1\AppData\Local\Temp\cvvvzs5t.cmdline""",0xc54,0x1b6c,1,"2023-09-30T10:42:20","2023-09-30T10:42:20"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","csc.exe",unknown,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\ADMINI~1\AppData\Local\Temp\hsp0fnbf.cmdline""",0x15dc,0x16dc,1,"2023-09-30T10:42:49","2023-09-30T10:42:49"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","csc.exe",unknown,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\ADMINI~1\AppData\Local\Temp\q44qdt4m.cmdline""",0x414,0x13f8,1,"2023-09-30T10:49:08","2023-09-30T10:49:08"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","csc.exe",unknown,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\ADMINI~1\AppData\Local\Temp\zqcqpkyx.cmdline""",0xd80,0x1648,1,"2023-09-30T10:42:17","2023-09-30T10:42:17"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","csc.exe",unknown,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\1jf34yia\1jf34yia.cmdline""",0x1b40,0x304,1,"2023-09-30T10:49:12","2023-09-30T10:49:12"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","csc.exe",unknown,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\1qt41eie\1qt41eie.cmdline""",0x1abc,0x1890,1,"2023-09-30T10:42:24","2023-09-30T10:42:24"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","csc.exe",unknown,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\3vjzvvl0\3vjzvvl0.cmdline""",0xc40,0x368,1,"2023-09-30T10:42:52","2023-09-30T10:42:52"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","csc.exe",unknown,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\5nxtnnqa\5nxtnnqa.cmdline""",0x768,0xd84,1,"2023-09-30T10:42:23","2023-09-30T10:42:23"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","csc.exe",unknown,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\aj4lh45s\aj4lh45s.cmdline""",0x1450,0x1b4c,1,"2023-09-30T10:42:47","2023-09-30T10:42:47"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","csc.exe",unknown,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\ansible-moduletmp-133405441380236750-1857767634\xew0xrfb.cmdline""",0xf64,0x1648,1,"2023-09-30T10:42:18","2023-09-30T10:42:18"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","csc.exe",unknown,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\b4pam43c\b4pam43c.cmdline""",0x1750,0x1a40,1,"2023-09-30T10:48:56","2023-09-30T10:48:56"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","csc.exe",unknown,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\bfcci4ui\bfcci4ui.cmdline""",0x3b8,0x1a64,1,"2023-09-30T10:48:43","2023-09-30T10:48:43"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","csc.exe",unknown,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\g3np401y\g3np401y.cmdline""",0x16c8,0x9b4,1,"2023-09-30T10:42:21","2023-09-30T10:42:21"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","csc.exe",unknown,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\hcpetlfv\hcpetlfv.cmdline""",0x1a44,0x214,1,"2023-09-30T10:49:09","2023-09-30T10:49:09"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","csc.exe",unknown,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\lrbhtsav\lrbhtsav.cmdline""",0x14e8,0x394,1,"2023-09-30T10:49:14","2023-09-30T10:49:14"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","csc.exe",unknown,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\mtvtdvk4\mtvtdvk4.cmdline""",0x1364,0x15a0,1,"2023-09-30T10:49:13","2023-09-30T10:49:13"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","csc.exe",unknown,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\p50klrkd\p50klrkd.cmdline""",0xd3c,0xedc,1,"2023-09-30T10:43:42","2023-09-30T10:43:42"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","csc.exe",unknown,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\phehxfod\phehxfod.cmdline""",0x14e4,0x1664,1,"2023-09-30T10:42:50","2023-09-30T10:42:50"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","csc.exe",unknown,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\Users\Administrator\AppData\Local\Temp\wgymohf2\wgymohf2.cmdline""",0x1768,0x12f4,1,"2023-09-30T10:49:11","2023-09-30T10:49:11"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","ngrok.exe",unknown,"""C:\Users\Public\ngrok\ngrok.exe"" config add-authtoken N/A",0x156c,0x1a40,1,"2023-09-30T10:48:56","2023-09-30T10:48:56"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","ngrok.exe",unknown,"""C:\Users\Public\ngrok\ngrok.exe"" tcp 3389",0x1974,0xd84,1,"2023-09-30T10:49:00","2023-09-30T10:49:00"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","powershell.exe",unknown,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" &amp; {if (Test-Path C:\Users\Public\ngrok) {exit 0} else {exit 1}}",0x1b4c,0x9b4,1,"2023-09-30T10:42:47","2023-09-30T10:42:47"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","powershell.exe",unknown,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" &amp; {if (Test-Path C:\Users\Public\ngrok) {exit 0} else {exit 1}}",0xd84,0x9b4,1,"2023-09-30T10:42:23","2023-09-30T10:42:23"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","powershell.exe",unknown,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -NoProfile -NonInteractive -ExecutionPolicy Unrestricted -EncodedCommand JgBjAGgAYwBwAC4AYwBvAG0AIAA2ADUAMAAwADEAIAA+ACAAJABuAHUAbABsAAoAaQBmACAAKAAkAFAAUwBWAGUAcgBzAGkAbwBuAFQAYQBiAGwAZQAuAFAAUwBWAGUAcgBzAGkAbwBuACAALQBsAHQAIABbAFYAZQByAHMAaQBvAG4AXQAiADMALgAwACIAKQAgAHsACgAnAHsAIgBmAGEAaQBsAGUAZAAiADoAdAByAHUAZQAsACIAbQBzAGcAIgA6ACIAQQBuAHMAaQBiAGwAZQAgAHIAZQBxAHUAaQByAGUAcwAgAFAAbwB3AGUAcgBTAGgAZQBsAGwAIAB2ADMALgAwACAAbwByACAAbgBlAHcAZQByACIAfQAnAAoAZQB4AGkAdAAgADEACgB9AAoAJABlAHgAZQBjAF8AdwByAGEAcABwAGUAcgBfAHMAdAByACAAPQAgACQAaQBuAHAAdQB0ACAAfAAgAE8AdQB0AC0AUwB0AHIAaQBuAGcACgAkAHMAcABsAGkAdABfAHAAYQByAHQAcwAgAD0AIAAkAGUAeABlAGMAXwB3AHIAYQBwAHAAZQByAF8AcwB0AHIALgBTAHAAbABpAHQAKABAACgAIgBgADAAYAAwAGAAMABgADAAIgApACwAIAAyACwAIABbAFMAdAByAGkAbgBnAFMAcABsAGkAdABPAHAAdABpAG8AbgBzAF0AOgA6AFIAZQBtAG8AdgBlAEUAbQBwAHQAeQBFAG4AdAByAGkAZQBzACkACgBJAGYAIAAoAC0AbgBvAHQAIAAkAHMAcABsAGkAdABfAHAAYQByAHQAcwAuAEwAZQBuAGcAdABoACAALQBlAHEAIAAyACkAIAB7ACAAdABoAHIAbwB3ACAAIgBpAG4AdgBhAGwAaQBkACAAcABhAHkAbABvAGEAZAAiACAAfQAKAFMAZQB0AC0AVgBhAHIAaQBhAGIAbABlACAALQBOAGEAbQBlACAAagBzAG8AbgBfAHIAYQB3ACAALQBWAGEAbAB1AGUAIAAkAHMAcABsAGkAdABfAHAAYQByAHQAcwBbADEAXQAKACQAZQB4AGUAYwBfAHcAcgBhAHAAcABlAHIAIAA9ACAAWwBTAGMAcgBpAHAAdABCAGwAbwBjAGsAXQA6ADoAQwByAGUAYQB0AGUAKAAkAHMAcABsAGkAdABfAHAAYQByAHQAcwBbADAAXQApAAoAJgAkAGUAeABlAGMAXwB3AHIAYQBwAHAAZQByAA==",0x13f8,0x330,1,"2023-09-30T10:49:07","2023-09-30T10:49:07"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","powershell.exe",unknown,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -NoProfile -NonInteractive -ExecutionPolicy Unrestricted -EncodedCommand JgBjAGgAYwBwAC4AYwBvAG0AIAA2ADUAMAAwADEAIAA+ACAAJABuAHUAbABsAAoAaQBmACAAKAAkAFAAUwBWAGUAcgBzAGkAbwBuAFQAYQBiAGwAZQAuAFAAUwBWAGUAcgBzAGkAbwBuACAALQBsAHQAIABbAFYAZQByAHMAaQBvAG4AXQAiADMALgAwACIAKQAgAHsACgAnAHsAIgBmAGEAaQBsAGUAZAAiADoAdAByAHUAZQAsACIAbQBzAGcAIgA6ACIAQQBuAHMAaQBiAGwAZQAgAHIAZQBxAHUAaQByAGUAcwAgAFAAbwB3AGUAcgBTAGgAZQBsAGwAIAB2ADMALgAwACAAbwByACAAbgBlAHcAZQByACIAfQAnAAoAZQB4AGkAdAAgADEACgB9AAoAJABlAHgAZQBjAF8AdwByAGEAcABwAGUAcgBfAHMAdAByACAAPQAgACQAaQBuAHAAdQB0ACAAfAAgAE8AdQB0AC0AUwB0AHIAaQBuAGcACgAkAHMAcABsAGkAdABfAHAAYQByAHQAcwAgAD0AIAAkAGUAeABlAGMAXwB3AHIAYQBwAHAAZQByAF8AcwB0AHIALgBTAHAAbABpAHQAKABAACgAIgBgADAAYAAwAGAAMABgADAAIgApACwAIAAyACwAIABbAFMAdAByAGkAbgBnAFMAcABsAGkAdABPAHAAdABpAG8AbgBzAF0AOgA6AFIAZQBtAG8AdgBlAEUAbQBwAHQAeQBFAG4AdAByAGkAZQBzACkACgBJAGYAIAAoAC0AbgBvAHQAIAAkAHMAcABsAGkAdABfAHAAYQByAHQAcwAuAEwAZQBuAGcAdABoACAALQBlAHEAIAAyACkAIAB7ACAAdABoAHIAbwB3ACAAIgBpAG4AdgBhAGwAaQBkACAAcABhAHkAbABvAGEAZAAiACAAfQAKAFMAZQB0AC0AVgBhAHIAaQBhAGIAbABlACAALQBOAGEAbQBlACAAagBzAG8AbgBfAHIAYQB3ACAALQBWAGEAbAB1AGUAIAAkAHMAcABsAGkAdABfAHAAYQByAHQAcwBbADEAXQAKACQAZQB4AGUAYwBfAHcAcgBhAHAAcABlAHIAIAA9ACAAWwBTAGMAcgBpAHAAdABCAGwAbwBjAGsAXQA6ADoAQwByAGUAYQB0AGUAKAAkAHMAcABsAGkAdABfAHAAYQByAHQAcwBbADAAXQApAAoAJgAkAGUAeABlAGMAXwB3AHIAYQBwAHAAZQByAA==",0x1648,0x1210,1,"2023-09-30T10:42:16","2023-09-30T10:42:16"
"ar-win-2.attackrange.local",Administrator,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","powershell.exe",unknown,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -NoProfile -NonInteractive -ExecutionPolicy Unrestricted -EncodedCommand JgBjAGgAYwBwAC4AYwBvAG0AIAA2ADUAMAAwADEAIAA+ACAAJABuAHUAbABsAAoAaQBmACAAKAAkAFAAUwBWAGUAcgBzAGkAbwBuAFQAYQBiAGwAZQAuAFAAUwBWAGUAcgBzAGkAbwBuACAALQBsAHQAIABbAFYAZQByAHMAaQBvAG4AXQAiADMALgAwACIAKQAgAHsACgAnAHsAIgBmAGEAaQBsAGUAZAAiADoAdAByAHUAZQAsACIAbQBzAGcAIgA6ACIAQQBuAHMAaQBiAGwAZQAgAHIAZQBxAHUAaQByAGUAcwAgAFAAbwB3AGUAcgBTAGgAZQBsAGwAIAB2ADMALgAwACAAbwByACAAbgBlAHcAZQByACIAfQAnAAoAZQB4AGkAdAAgADEACgB9AAoAJABlAHgAZQBjAF8AdwByAGEAcABwAGUAcgBfAHMAdAByACAAPQAgACQAaQBuAHAAdQB0ACAAfAAgAE8AdQB0AC0AUwB0AHIAaQBuAGcACgAkAHMAcABsAGkAdABfAHAAYQByAHQAcwAgAD0AIAAkAGUAeABlAGMAXwB3AHIAYQBwAHAAZQByAF8AcwB0AHIALgBTAHAAbABpAHQAKABAACgAIgBgADAAYAAwAGAAMABgADAAIgApACwAIAAyACwAIABbAFMAdAByAGkAbgBnAFMAcABsAGkAdABPAHAAdABpAG8AbgBzAF0AOgA6AFIAZQBtAG8AdgBlAEUAbQBwAHQAeQBFAG4AdAByAGkAZQBzACkACgBJAGYAIAAoAC0AbgBvAHQAIAAkAHMAcABsAGkAdABfAHAAYQByAHQAcwAuAEwAZQBuAGcAdABoACAALQBlAHEAIAAyACkAIAB7ACAAdABoAHIAbwB3ACAAIgBpAG4AdgBhAGwAaQBkACAAcABhAHkAbABvAGEAZAAiACAAfQAKAFMAZQB0AC0AVgBhAHIAaQBhAGIAbABlACAALQBOAGEAbQBlACAAagBzAG8AbgBfAHIAYQB3ACAALQBWAGEAbAB1AGUAIAAkAHMAcABsAGkAdABfAHAAYQByAHQAcwBbADEAXQAKACQAZQB4AGUAYwBfAHcAcgBhAHAAcABlAHIAIAA9ACAAWwBTAGMAcgBpAHAAdABCAGwAbwBjAGsAXQA6ADoAQwByAGUAYQB0AGUAKAAkAHMAcABsAGkAdABfAHAAYQByAHQAcwBbADAAXQApAAoAJgAkAGUAeABlAGMAXwB3AHIAYQBwAHAAZQByAA==",0x16dc,0x1558,1,"2023-09-30T10:42:48","2023-09-30T10:42:48"
